time_iso8601,stars_cumulative
2021-04-12 00:00:00+00:00,2847
2021-04-13 00:00:00+00:00,2848
2021-04-14 00:00:00+00:00,2852
2021-04-15 00:00:00+00:00,2854
2021-04-16 00:00:00+00:00,2856
2021-04-17 00:00:00+00:00,2858
2021-04-18 00:00:00+00:00,2860
2021-04-19 00:00:00+00:00,2862
2021-04-20 00:00:00+00:00,2866
2021-04-21 00:00:00+00:00,2870
2021-04-22 00:00:00+00:00,2872
2021-04-23 00:00:00+00:00,2875
2021-04-24 00:00:00+00:00,2876
2021-04-25 00:00:00+00:00,2880
2021-04-26 00:00:00+00:00,2889
2021-04-27 00:00:00+00:00,2896
2021-04-28 00:00:00+00:00,2899
2021-04-29 00:00:00+00:00,2902
2021-04-30 00:00:00+00:00,2903
2021-05-03 00:00:00+00:00,2904
2021-05-05 00:00:00+00:00,2906
2021-05-06 00:00:00+00:00,2907
2021-05-07 00:00:00+00:00,2908
2021-05-08 00:00:00+00:00,2909
2021-05-10 00:00:00+00:00,2912
2021-05-11 00:00:00+00:00,2915
2021-05-12 00:00:00+00:00,2919
2021-05-13 00:00:00+00:00,2922
2021-05-14 00:00:00+00:00,2923
2021-05-15 00:00:00+00:00,2925
2021-05-17 00:00:00+00:00,2926
2021-05-18 00:00:00+00:00,2929
2021-05-19 00:00:00+00:00,2934
2021-05-20 00:00:00+00:00,2936
2021-05-21 00:00:00+00:00,2937
2021-05-22 00:00:00+00:00,2938
2021-05-24 00:00:00+00:00,2942
2021-05-27 00:00:00+00:00,2949
2021-05-28 00:00:00+00:00,2951
2021-05-29 00:00:00+00:00,2953
2021-05-30 00:00:00+00:00,2954
2021-05-31 00:00:00+00:00,2959
2021-06-01 00:00:00+00:00,2961
2021-06-02 00:00:00+00:00,2964
2021-06-03 00:00:00+00:00,2972
2021-06-04 00:00:00+00:00,2976
2021-06-07 00:00:00+00:00,2977
2021-06-08 00:00:00+00:00,2979
2021-06-09 00:00:00+00:00,2981
2021-06-10 00:00:00+00:00,2982
2021-06-11 00:00:00+00:00,2985
2021-06-13 00:00:00+00:00,2986
2021-06-14 00:00:00+00:00,2987
2021-06-15 00:00:00+00:00,2989
2021-06-16 00:00:00+00:00,2991
2021-06-17 00:00:00+00:00,2992
2021-06-21 00:00:00+00:00,2994
2021-06-22 00:00:00+00:00,2995
2021-06-23 00:00:00+00:00,2996
2021-06-24 00:00:00+00:00,3001
2021-06-25 00:00:00+00:00,3026
2021-06-26 00:00:00+00:00,3034
2021-06-27 00:00:00+00:00,3037
2021-06-28 00:00:00+00:00,3041
2021-06-29 00:00:00+00:00,3043
2021-07-01 00:00:00+00:00,3047
2021-07-02 00:00:00+00:00,3052
2021-07-03 00:00:00+00:00,3054
2021-07-04 00:00:00+00:00,3055
2021-07-05 00:00:00+00:00,3058
2021-07-06 00:00:00+00:00,3060
2021-07-07 00:00:00+00:00,3063
2021-07-08 00:00:00+00:00,3069
2021-07-09 00:00:00+00:00,3071
2021-07-10 00:00:00+00:00,3072
2021-07-11 00:00:00+00:00,3075
2021-07-12 00:00:00+00:00,3105
2021-07-13 00:00:00+00:00,3117
2021-07-14 00:00:00+00:00,3127
2021-07-15 00:00:00+00:00,3138
2021-07-16 00:00:00+00:00,3152
2021-07-17 00:00:00+00:00,3156
2021-07-18 00:00:00+00:00,3163
2021-07-19 00:00:00+00:00,3184
2021-07-20 00:00:00+00:00,3200
2021-07-21 00:00:00+00:00,3213
2021-07-22 00:00:00+00:00,3220
2021-07-23 00:00:00+00:00,3224
2021-07-24 00:00:00+00:00,3227
2021-07-26 00:00:00+00:00,3232
2021-07-27 00:00:00+00:00,3238
2021-07-28 00:00:00+00:00,3246
2021-07-29 00:00:00+00:00,3248
2021-07-30 00:00:00+00:00,3253
2021-08-01 00:00:00+00:00,3255
2021-08-02 00:00:00+00:00,3260
2021-08-04 00:00:00+00:00,3265
2021-08-05 00:00:00+00:00,3267
2021-08-06 00:00:00+00:00,3269
2021-08-07 00:00:00+00:00,3271
2021-08-08 00:00:00+00:00,3272
2021-08-09 00:00:00+00:00,3277
2021-08-10 00:00:00+00:00,3281
2021-08-11 00:00:00+00:00,3283
2021-08-12 00:00:00+00:00,3286
2021-08-13 00:00:00+00:00,3290
2021-08-14 00:00:00+00:00,3295
2021-08-15 00:00:00+00:00,3296
2021-08-16 00:00:00+00:00,3301
2021-08-17 00:00:00+00:00,3304
2021-08-18 00:00:00+00:00,3312
2021-08-19 00:00:00+00:00,3315
2021-08-20 00:00:00+00:00,3317
2021-08-22 00:00:00+00:00,3318
2021-08-23 00:00:00+00:00,3323
2021-08-24 00:00:00+00:00,3325
2021-08-25 00:00:00+00:00,3328
2021-08-26 00:00:00+00:00,3331
2021-08-27 00:00:00+00:00,3337
2021-08-28 00:00:00+00:00,3341
2021-08-30 00:00:00+00:00,3347
2021-08-31 00:00:00+00:00,3356
2021-09-01 00:00:00+00:00,3360
2021-09-02 00:00:00+00:00,3370
2021-09-03 00:00:00+00:00,3380
2021-09-04 00:00:00+00:00,3383
2021-09-05 00:00:00+00:00,3384
2021-09-06 00:00:00+00:00,3385
2021-09-07 00:00:00+00:00,3386
2021-09-08 00:00:00+00:00,3387
2021-09-09 00:00:00+00:00,3388
2021-09-10 00:00:00+00:00,3391
2021-09-12 00:00:00+00:00,3393
2021-09-13 00:00:00+00:00,3396
2021-09-14 00:00:00+00:00,3398
2021-09-15 00:00:00+00:00,3405
2021-09-16 00:00:00+00:00,3409
2021-09-17 00:00:00+00:00,3410
2021-09-18 00:00:00+00:00,3412
2021-09-19 00:00:00+00:00,3413
2021-09-20 00:00:00+00:00,3414
2021-09-22 00:00:00+00:00,3416
2021-09-23 00:00:00+00:00,3417
2021-09-24 00:00:00+00:00,3422
2021-09-25 00:00:00+00:00,3423
2021-09-26 00:00:00+00:00,3427
2021-09-27 00:00:00+00:00,3429
2021-09-28 00:00:00+00:00,3432
2021-09-29 00:00:00+00:00,3436
2021-09-30 00:00:00+00:00,3438
2021-10-02 00:00:00+00:00,3439
2021-10-03 00:00:00+00:00,3441
2021-10-05 00:00:00+00:00,3442
2021-10-06 00:00:00+00:00,3443
2021-10-07 00:00:00+00:00,3445
2021-10-08 00:00:00+00:00,3448
2021-10-09 00:00:00+00:00,3453
2021-10-10 00:00:00+00:00,3455
2021-10-11 00:00:00+00:00,3458
2021-10-12 00:00:00+00:00,3463
2021-10-13 00:00:00+00:00,3467
2021-10-14 00:00:00+00:00,3469
2021-10-15 00:00:00+00:00,3472
2021-10-16 00:00:00+00:00,3474
2021-10-17 00:00:00+00:00,3477
2021-10-19 00:00:00+00:00,3480
2021-10-20 00:00:00+00:00,3482
2021-10-21 00:00:00+00:00,3485
2021-10-22 00:00:00+00:00,3486
2021-10-23 00:00:00+00:00,3488
2021-10-24 00:00:00+00:00,3491
2021-10-25 00:00:00+00:00,3494
2021-10-26 00:00:00+00:00,3497
2021-10-27 00:00:00+00:00,3499
2021-10-28 00:00:00+00:00,3502
2021-10-29 00:00:00+00:00,3508
2021-10-30 00:00:00+00:00,3509
2021-11-01 00:00:00+00:00,3513
2021-11-02 00:00:00+00:00,3515
2021-11-03 00:00:00+00:00,3517
2021-11-04 00:00:00+00:00,3524
2021-11-05 00:00:00+00:00,3525
2021-11-06 00:00:00+00:00,3529
2021-11-08 00:00:00+00:00,3533
2021-11-09 00:00:00+00:00,3537
2021-11-10 00:00:00+00:00,3540
2021-11-11 00:00:00+00:00,3543
2021-11-12 00:00:00+00:00,3545
2021-11-14 00:00:00+00:00,3546
2021-11-15 00:00:00+00:00,3551
2021-11-16 00:00:00+00:00,3556
2021-11-17 00:00:00+00:00,3560
2021-11-19 00:00:00+00:00,3564
2021-11-20 00:00:00+00:00,3582
2021-11-21 00:00:00+00:00,3599
2021-11-22 00:00:00+00:00,3604
2021-11-23 00:00:00+00:00,3607
2021-11-24 00:00:00+00:00,3612
2021-11-25 00:00:00+00:00,3616
2021-11-26 00:00:00+00:00,3617
2021-11-28 00:00:00+00:00,3621
2021-11-29 00:00:00+00:00,3625
2021-11-30 00:00:00+00:00,3631
2021-12-01 00:00:00+00:00,3636
2021-12-02 00:00:00+00:00,3639
2021-12-03 00:00:00+00:00,3641
2021-12-04 00:00:00+00:00,3643
2021-12-06 00:00:00+00:00,3644
2021-12-07 00:00:00+00:00,3650
2021-12-08 00:00:00+00:00,3654
2021-12-09 00:00:00+00:00,3662
2021-12-10 00:00:00+00:00,3665
2021-12-11 00:00:00+00:00,3667
2021-12-12 00:00:00+00:00,3668
2021-12-13 00:00:00+00:00,3672
2021-12-14 00:00:00+00:00,3675
2021-12-15 00:00:00+00:00,3677
2021-12-17 00:00:00+00:00,3681
2021-12-18 00:00:00+00:00,3682
2021-12-19 00:00:00+00:00,3685
2021-12-20 00:00:00+00:00,3689
2021-12-21 00:00:00+00:00,3692
2021-12-22 00:00:00+00:00,3694
2021-12-23 00:00:00+00:00,3700
2021-12-24 00:00:00+00:00,3704
2021-12-25 00:00:00+00:00,3707
2021-12-27 00:00:00+00:00,3712
2021-12-28 00:00:00+00:00,3722
2021-12-29 00:00:00+00:00,3727
2021-12-30 00:00:00+00:00,3731
2021-12-31 00:00:00+00:00,3736
2022-01-01 00:00:00+00:00,3739
2022-01-03 00:00:00+00:00,3740
2022-01-04 00:00:00+00:00,3741
2022-01-05 00:00:00+00:00,3748
2022-01-06 00:00:00+00:00,3753
2022-01-07 00:00:00+00:00,3754
2022-01-09 00:00:00+00:00,3756
2022-01-10 00:00:00+00:00,3764
2022-01-11 00:00:00+00:00,3770
2022-01-12 00:00:00+00:00,3776
2022-01-13 00:00:00+00:00,3780
2022-01-14 00:00:00+00:00,3784
2022-01-15 00:00:00+00:00,3785
2022-01-16 00:00:00+00:00,3786
2022-01-17 00:00:00+00:00,3791
2022-01-18 00:00:00+00:00,3800
2022-01-19 00:00:00+00:00,3804
2022-01-20 00:00:00+00:00,3807
2022-01-21 00:00:00+00:00,3814
2022-01-22 00:00:00+00:00,3816
2022-01-24 00:00:00+00:00,3830
2022-01-25 00:00:00+00:00,3834
2022-01-26 00:00:00+00:00,3840
2022-01-27 00:00:00+00:00,3845
2022-01-28 00:00:00+00:00,3849
2022-01-29 00:00:00+00:00,3851
2022-01-31 00:00:00+00:00,3852
2022-02-03 00:00:00+00:00,3854
2022-02-04 00:00:00+00:00,3855
2022-02-05 00:00:00+00:00,3856
2022-02-06 00:00:00+00:00,3857
2022-02-07 00:00:00+00:00,3858
2022-02-08 00:00:00+00:00,3862
2022-02-09 00:00:00+00:00,3864
2022-02-10 00:00:00+00:00,3869
2022-02-11 00:00:00+00:00,3873
2022-02-12 00:00:00+00:00,3875
2022-02-14 00:00:00+00:00,3878
2022-02-15 00:00:00+00:00,3881
2022-02-17 00:00:00+00:00,3884
2022-02-18 00:00:00+00:00,3886
2022-02-19 00:00:00+00:00,3887
2022-02-21 00:00:00+00:00,3894
2022-02-22 00:00:00+00:00,3898
2022-02-23 00:00:00+00:00,3903
2022-02-24 00:00:00+00:00,3908
2022-02-25 00:00:00+00:00,3910
2022-02-26 00:00:00+00:00,3911
2022-02-27 00:00:00+00:00,3913
2022-02-28 00:00:00+00:00,3914
2022-03-01 00:00:00+00:00,3916
2022-03-02 00:00:00+00:00,3917
2022-03-03 00:00:00+00:00,3921
2022-03-04 00:00:00+00:00,3922
2022-03-05 00:00:00+00:00,3923
2022-03-06 00:00:00+00:00,3924
2022-03-07 00:00:00+00:00,3927
2022-03-08 00:00:00+00:00,3931
2022-03-09 00:00:00+00:00,3934
2022-03-10 00:00:00+00:00,3936
2022-03-11 00:00:00+00:00,3943
2022-03-12 00:00:00+00:00,3944
2022-03-13 00:00:00+00:00,3949
2022-03-14 00:00:00+00:00,3951
2022-03-15 00:00:00+00:00,3956
2022-03-16 00:00:00+00:00,3959
2022-03-17 00:00:00+00:00,3965
2022-03-18 00:00:00+00:00,3969
2022-03-19 00:00:00+00:00,3973
2022-03-20 00:00:00+00:00,3976
2022-03-21 00:00:00+00:00,3981
2022-03-22 00:00:00+00:00,3983
2022-03-23 00:00:00+00:00,3985
2022-03-24 00:00:00+00:00,3993
2022-03-25 00:00:00+00:00,3994
2022-03-26 00:00:00+00:00,3995
2022-03-27 00:00:00+00:00,3999
2022-03-28 00:00:00+00:00,4002
2022-03-29 00:00:00+00:00,4004
2022-03-30 00:00:00+00:00,4007
2022-03-31 00:00:00+00:00,4010
2022-04-01 00:00:00+00:00,4013
2022-04-03 00:00:00+00:00,4015
2022-04-05 00:00:00+00:00,4019
2022-04-06 00:00:00+00:00,4023
2022-04-07 00:00:00+00:00,4028
2022-04-08 00:00:00+00:00,4034
2022-04-09 00:00:00+00:00,4038
2022-04-10 00:00:00+00:00,4041
2022-04-11 00:00:00+00:00,4044
2022-04-12 00:00:00+00:00,4050
2022-04-13 00:00:00+00:00,4052
2022-04-14 00:00:00+00:00,4054
2022-04-15 00:00:00+00:00,4060
2022-04-16 00:00:00+00:00,4065
2022-04-17 00:00:00+00:00,4067
2022-04-18 00:00:00+00:00,4071
2022-04-19 00:00:00+00:00,4073
2022-04-20 00:00:00+00:00,4078
2022-04-21 00:00:00+00:00,4081
2022-04-22 00:00:00+00:00,4083
2022-04-23 00:00:00+00:00,4086
2022-04-24 00:00:00+00:00,4090
2022-04-25 00:00:00+00:00,4091
2022-04-26 00:00:00+00:00,4099
2022-04-27 00:00:00+00:00,4102
2022-04-28 00:00:00+00:00,4107
2022-04-29 00:00:00+00:00,4108
2022-05-01 00:00:00+00:00,4109
2022-05-02 00:00:00+00:00,4110
2022-05-03 00:00:00+00:00,4112
2022-05-04 00:00:00+00:00,4113
2022-05-05 00:00:00+00:00,4115
2022-05-06 00:00:00+00:00,4119
2022-05-07 00:00:00+00:00,4121
2022-05-08 00:00:00+00:00,4122
2022-05-09 00:00:00+00:00,4127
2022-05-10 00:00:00+00:00,4130
2022-05-11 00:00:00+00:00,4135
2022-05-12 00:00:00+00:00,4142
2022-05-13 00:00:00+00:00,4148
2022-05-14 00:00:00+00:00,4149
2022-05-15 00:00:00+00:00,4151
2022-05-16 00:00:00+00:00,4153
2022-05-17 00:00:00+00:00,4157
2022-05-18 00:00:00+00:00,4161
2022-05-19 00:00:00+00:00,4163
2022-05-20 00:00:00+00:00,4170
2022-05-21 00:00:00+00:00,4173
2022-05-22 00:00:00+00:00,4178
2022-05-23 00:00:00+00:00,4179
2022-05-24 00:00:00+00:00,4187
2022-05-25 00:00:00+00:00,4191
2022-05-26 00:00:00+00:00,4195
2022-05-27 00:00:00+00:00,4200
2022-05-28 00:00:00+00:00,4202
2022-05-30 00:00:00+00:00,4205
2022-05-31 00:00:00+00:00,4210
2022-06-01 00:00:00+00:00,4212
2022-06-02 00:00:00+00:00,4214
2022-06-03 00:00:00+00:00,4216
2022-06-05 00:00:00+00:00,4219
2022-06-06 00:00:00+00:00,4227
2022-06-07 00:00:00+00:00,4233
2022-06-08 00:00:00+00:00,4244
2022-06-09 00:00:00+00:00,4246
2022-06-10 00:00:00+00:00,4252
2022-06-11 00:00:00+00:00,4258
2022-06-12 00:00:00+00:00,4259
2022-06-13 00:00:00+00:00,4264
2022-06-14 00:00:00+00:00,4272
2022-06-15 00:00:00+00:00,4276
2022-06-16 00:00:00+00:00,4281
2022-06-17 00:00:00+00:00,4284
2022-06-19 00:00:00+00:00,4286
2022-06-20 00:00:00+00:00,4287
2022-06-21 00:00:00+00:00,4292
2022-06-22 00:00:00+00:00,4294
2022-06-23 00:00:00+00:00,4299
2022-06-24 00:00:00+00:00,4302
2022-06-26 00:00:00+00:00,4303
2022-06-27 00:00:00+00:00,4305
2022-06-28 00:00:00+00:00,4309
2022-06-29 00:00:00+00:00,4311
2022-06-30 00:00:00+00:00,4314
2022-07-01 00:00:00+00:00,4317
2022-07-02 00:00:00+00:00,4320
2022-07-04 00:00:00+00:00,4322
2022-07-05 00:00:00+00:00,4327
2022-07-06 00:00:00+00:00,4333
2022-07-07 00:00:00+00:00,4335
2022-07-08 00:00:00+00:00,4340
2022-07-09 00:00:00+00:00,4343
2022-07-10 00:00:00+00:00,4344
2022-07-11 00:00:00+00:00,4348
2022-07-12 00:00:00+00:00,4351
2022-07-13 00:00:00+00:00,4353
2022-07-14 00:00:00+00:00,4354
2022-07-15 00:00:00+00:00,4359
2022-07-16 00:00:00+00:00,4366
2022-07-19 00:00:00+00:00,4369
2022-07-20 00:00:00+00:00,4370
2022-07-21 00:00:00+00:00,4373
2022-07-22 00:00:00+00:00,4378
2022-07-23 00:00:00+00:00,4379
2022-07-25 00:00:00+00:00,4383
2022-07-26 00:00:00+00:00,4387
2022-07-27 00:00:00+00:00,4389
2022-07-28 00:00:00+00:00,4394
2022-07-29 00:00:00+00:00,4404
2022-07-30 00:00:00+00:00,4405
2022-07-31 00:00:00+00:00,4411
2022-08-01 00:00:00+00:00,4414
2022-08-02 00:00:00+00:00,4416
2022-08-03 00:00:00+00:00,4420
2022-08-04 00:00:00+00:00,4421
2022-08-05 00:00:00+00:00,4426
2022-08-06 00:00:00+00:00,4427
2022-08-07 00:00:00+00:00,4429
2022-08-08 00:00:00+00:00,4434
2022-08-09 00:00:00+00:00,4442
2022-08-10 00:00:00+00:00,4444
2022-08-11 00:00:00+00:00,4446
2022-08-12 00:00:00+00:00,4450
2022-08-14 00:00:00+00:00,4451
2022-08-15 00:00:00+00:00,4456
2022-08-16 00:00:00+00:00,4462
2022-08-17 00:00:00+00:00,4467
2022-08-18 00:00:00+00:00,4468
2022-08-19 00:00:00+00:00,4471
2022-08-20 00:00:00+00:00,4472
2022-08-21 00:00:00+00:00,4473
2022-08-22 00:00:00+00:00,4476
2022-08-23 00:00:00+00:00,4481
2022-08-24 00:00:00+00:00,4483
2022-08-25 00:00:00+00:00,4486
2022-08-26 00:00:00+00:00,4491
2022-08-27 00:00:00+00:00,4493
2022-08-29 00:00:00+00:00,4494
2022-08-30 00:00:00+00:00,4496
2022-09-01 00:00:00+00:00,4499
2022-09-02 00:00:00+00:00,4502
2022-09-03 00:00:00+00:00,4504
2022-09-04 00:00:00+00:00,4505
2022-09-05 00:00:00+00:00,4507
2022-09-06 00:00:00+00:00,4509
2022-09-07 00:00:00+00:00,4511
2022-09-08 00:00:00+00:00,4517
2022-09-09 00:00:00+00:00,4523
2022-09-13 00:00:00+00:00,4527
2022-09-14 00:00:00+00:00,4529
2022-09-15 00:00:00+00:00,4531
2022-09-16 00:00:00+00:00,4532
2022-09-18 00:00:00+00:00,4534
2022-09-19 00:00:00+00:00,4537
2022-09-22 00:00:00+00:00,4539
2022-09-23 00:00:00+00:00,4541
2022-09-24 00:00:00+00:00,4544
2022-09-25 00:00:00+00:00,4548
2022-09-26 00:00:00+00:00,4549
2022-09-27 00:00:00+00:00,4556
2022-09-28 00:00:00+00:00,4560
2022-09-29 00:00:00+00:00,4561
2022-09-30 00:00:00+00:00,4566
2022-10-01 00:00:00+00:00,4567
2022-10-02 00:00:00+00:00,4568
2022-10-05 00:00:00+00:00,4570
2022-10-08 00:00:00+00:00,4571
2022-10-09 00:00:00+00:00,4577
2022-10-10 00:00:00+00:00,4578
2022-10-11 00:00:00+00:00,4581
2022-10-12 00:00:00+00:00,4582
2022-10-13 00:00:00+00:00,4585
2022-10-14 00:00:00+00:00,4588
2022-10-15 00:00:00+00:00,4590
2022-10-16 00:00:00+00:00,4592
2022-10-17 00:00:00+00:00,4594
2022-10-18 00:00:00+00:00,4599
2022-10-19 00:00:00+00:00,4602
2022-10-20 00:00:00+00:00,4606
2022-10-21 00:00:00+00:00,4613
2022-10-22 00:00:00+00:00,4616
2022-10-23 00:00:00+00:00,4617
2022-10-24 00:00:00+00:00,4620
2022-10-25 00:00:00+00:00,4621
2022-10-26 00:00:00+00:00,4623
2022-10-27 00:00:00+00:00,4626
2022-10-29 00:00:00+00:00,4628
2022-10-30 00:00:00+00:00,4629
2022-10-31 00:00:00+00:00,4632
2022-11-01 00:00:00+00:00,4633
2022-11-02 00:00:00+00:00,4639
2022-11-03 00:00:00+00:00,4643
2022-11-04 00:00:00+00:00,4649
2022-11-05 00:00:00+00:00,4650
2022-11-06 00:00:00+00:00,4653
2022-11-07 00:00:00+00:00,4656
2022-11-08 00:00:00+00:00,4660
2022-11-09 00:00:00+00:00,4663
2022-11-10 00:00:00+00:00,4665
2022-11-11 00:00:00+00:00,4667
2022-11-13 00:00:00+00:00,4670
2022-11-15 00:00:00+00:00,4672
2022-11-16 00:00:00+00:00,4676
2022-11-17 00:00:00+00:00,4679
2022-11-18 00:00:00+00:00,4685
2022-11-19 00:00:00+00:00,4687
2022-11-20 00:00:00+00:00,4691
2022-11-22 00:00:00+00:00,4699
2022-11-23 00:00:00+00:00,4704
2022-11-25 00:00:00+00:00,4708
2022-11-28 00:00:00+00:00,4710
2022-11-29 00:00:00+00:00,4715
2022-11-30 00:00:00+00:00,4719
2022-12-01 00:00:00+00:00,4721
2022-12-02 00:00:00+00:00,4722
2022-12-04 00:00:00+00:00,4723
2022-12-05 00:00:00+00:00,4725
2022-12-06 00:00:00+00:00,4729
2022-12-07 00:00:00+00:00,4735
2022-12-08 00:00:00+00:00,4737
2022-12-09 00:00:00+00:00,4738
2022-12-10 00:00:00+00:00,4739
2022-12-11 00:00:00+00:00,4740
2022-12-12 00:00:00+00:00,4741
2022-12-13 00:00:00+00:00,4743
2022-12-14 00:00:00+00:00,4746
2022-12-15 00:00:00+00:00,4752
2022-12-16 00:00:00+00:00,4757
2022-12-17 00:00:00+00:00,4758
2022-12-19 00:00:00+00:00,4760
2022-12-20 00:00:00+00:00,4761
2022-12-21 00:00:00+00:00,4766
2022-12-22 00:00:00+00:00,4769
2022-12-25 00:00:00+00:00,4770
2022-12-26 00:00:00+00:00,4772
2022-12-27 00:00:00+00:00,4774
2022-12-28 00:00:00+00:00,4780
2022-12-29 00:00:00+00:00,4782
2022-12-30 00:00:00+00:00,4786
2023-01-02 00:00:00+00:00,4787
2023-01-03 00:00:00+00:00,4793
2023-01-04 00:00:00+00:00,4796
2023-01-05 00:00:00+00:00,4799
2023-01-06 00:00:00+00:00,4804
2023-01-07 00:00:00+00:00,4805
2023-01-08 00:00:00+00:00,4806
2023-01-09 00:00:00+00:00,4808
2023-01-12 00:00:00+00:00,4810
2023-01-13 00:00:00+00:00,4815
2023-01-15 00:00:00+00:00,4818
2023-01-16 00:00:00+00:00,4819
2023-01-17 00:00:00+00:00,4824
2023-01-18 00:00:00+00:00,4826
2023-01-19 00:00:00+00:00,4827
2023-01-21 00:00:00+00:00,4828
2023-01-23 00:00:00+00:00,4829
2023-01-24 00:00:00+00:00,4830
2023-01-25 00:00:00+00:00,4831
2023-01-26 00:00:00+00:00,4832
2023-01-27 00:00:00+00:00,4833
2023-01-28 00:00:00+00:00,4835
2023-01-29 00:00:00+00:00,4836
2023-01-30 00:00:00+00:00,4838
2023-01-31 00:00:00+00:00,4840
2023-02-01 00:00:00+00:00,4843
2023-02-02 00:00:00+00:00,4865
2023-02-03 00:00:00+00:00,4872
2023-02-04 00:00:00+00:00,4874
2023-02-05 00:00:00+00:00,4876
2023-02-06 00:00:00+00:00,4885
2023-02-07 00:00:00+00:00,4897
2023-02-08 00:00:00+00:00,4904
2023-02-09 00:00:00+00:00,4907
2023-02-10 00:00:00+00:00,4916
2023-02-11 00:00:00+00:00,4918
2023-02-13 00:00:00+00:00,4925
2023-02-14 00:00:00+00:00,4932
2023-02-15 00:00:00+00:00,4937
2023-02-16 00:00:00+00:00,4940
2023-02-17 00:00:00+00:00,4941
2023-02-18 00:00:00+00:00,4943
2023-02-20 00:00:00+00:00,4945
2023-02-21 00:00:00+00:00,4949
2023-02-22 00:00:00+00:00,4952
2023-02-23 00:00:00+00:00,4954
2023-02-24 00:00:00+00:00,4955
2023-02-25 00:00:00+00:00,4959
2023-02-26 00:00:00+00:00,4960
2023-02-27 00:00:00+00:00,4964
2023-02-28 00:00:00+00:00,4966
2023-03-01 00:00:00+00:00,4970
2023-03-02 00:00:00+00:00,4976
2023-03-03 00:00:00+00:00,4977
2023-03-04 00:00:00+00:00,4978
2023-03-05 00:00:00+00:00,4980
2023-03-06 00:00:00+00:00,4981
2023-03-07 00:00:00+00:00,4986
2023-03-08 00:00:00+00:00,4988
2023-03-09 00:00:00+00:00,4990
2023-03-10 00:00:00+00:00,4996
2023-03-13 00:00:00+00:00,5000
2023-03-14 00:00:00+00:00,5002
2023-03-15 00:00:00+00:00,5004
2023-03-16 00:00:00+00:00,5005
2023-03-17 00:00:00+00:00,5011
2023-03-19 00:00:00+00:00,5012
2023-03-20 00:00:00+00:00,5016
2023-03-21 00:00:00+00:00,5018
2023-03-22 00:00:00+00:00,5022
2023-03-23 00:00:00+00:00,5027
2023-03-25 00:00:00+00:00,5028
2023-03-26 00:00:00+00:00,5032
2023-03-28 00:00:00+00:00,5037
2023-03-29 00:00:00+00:00,5040
2023-03-30 00:00:00+00:00,5043
2023-03-31 00:00:00+00:00,5045
2023-04-01 00:00:00+00:00,5048
2023-04-03 00:00:00+00:00,5051
2023-04-04 00:00:00+00:00,5054
2023-04-05 00:00:00+00:00,5057
2023-04-06 00:00:00+00:00,5065
2023-04-07 00:00:00+00:00,5069
2023-04-08 00:00:00+00:00,5070
2023-04-09 00:00:00+00:00,5071
2023-04-10 00:00:00+00:00,5073
2023-04-11 00:00:00+00:00,5080
2023-04-12 00:00:00+00:00,5087
2023-04-13 00:00:00+00:00,5088
2023-04-14 00:00:00+00:00,5091
2023-04-15 00:00:00+00:00,5093
2023-04-16 00:00:00+00:00,5094
2023-04-17 00:00:00+00:00,5096
2023-04-18 00:00:00+00:00,5100
2023-04-19 00:00:00+00:00,5101
2023-04-20 00:00:00+00:00,5107
2023-04-21 00:00:00+00:00,5109
2023-04-22 00:00:00+00:00,5110
2023-04-23 00:00:00+00:00,5111
2023-04-24 00:00:00+00:00,5117
2023-04-25 00:00:00+00:00,5119
2023-04-26 00:00:00+00:00,5124
2023-04-27 00:00:00+00:00,5127
2023-04-28 00:00:00+00:00,5128
2023-04-29 00:00:00+00:00,5129
2023-05-02 00:00:00+00:00,5130
2023-05-03 00:00:00+00:00,5133
2023-05-04 00:00:00+00:00,5138
2023-05-05 00:00:00+00:00,5141
2023-05-06 00:00:00+00:00,5143
2023-05-07 00:00:00+00:00,5144
2023-05-08 00:00:00+00:00,5147
2023-05-09 00:00:00+00:00,5150
2023-05-11 00:00:00+00:00,5154
2023-05-12 00:00:00+00:00,5155
2023-05-14 00:00:00+00:00,5156
2023-05-15 00:00:00+00:00,5159
2023-05-16 00:00:00+00:00,5163
2023-05-17 00:00:00+00:00,5166
2023-05-18 00:00:00+00:00,5171
2023-05-19 00:00:00+00:00,5173
2023-05-21 00:00:00+00:00,5174
2023-05-22 00:00:00+00:00,5178
2023-05-23 00:00:00+00:00,5180
2023-05-24 00:00:00+00:00,5182
2023-05-25 00:00:00+00:00,5183
2023-05-26 00:00:00+00:00,5188
2023-05-27 00:00:00+00:00,5192
2023-05-28 00:00:00+00:00,5193
2023-05-29 00:00:00+00:00,5196
2023-05-30 00:00:00+00:00,5199
2023-05-31 00:00:00+00:00,5205
2023-06-01 00:00:00+00:00,5208
2023-06-02 00:00:00+00:00,5209
2023-06-03 00:00:00+00:00,5210
2023-06-04 00:00:00+00:00,5212
2023-06-05 00:00:00+00:00,5213
2023-06-07 00:00:00+00:00,5214
2023-06-08 00:00:00+00:00,5217
2023-06-09 00:00:00+00:00,5219
2023-06-12 00:00:00+00:00,5222
2023-06-13 00:00:00+00:00,5224
2023-06-14 00:00:00+00:00,5230
2023-06-15 00:00:00+00:00,5235
2023-06-16 00:00:00+00:00,5240
2023-06-18 00:00:00+00:00,5241
2023-06-19 00:00:00+00:00,5242
2023-06-20 00:00:00+00:00,5243
